day,shift_id,machine_id,machine_role,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,sequencing_violations,blackout_conflicts,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
1,S1,H1,feller_buncher,0,1176.844281,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
1,S1,H2,feller_buncher,0,1164.04956,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H1,feller_buncher,0,1164.04956,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,feller_buncher,0,1194.708925,24.0,0.0,54.92,0,0,24.0,1.0,0.0,0,0.0
2,S1,H3,grapple_skidder,0,1164.728216,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
3,S1,H1,feller_buncher,0,860.013242,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
3,S1,H2,feller_buncher,0,888.796776,24.0,0.0,55.16,0,0,24.0,1.0,0.0,0,0.0
3,S1,H3,grapple_skidder,0,778.104169,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
3,S1,H4,processor,0,517.165642,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
3,S1,H5,processor,0,517.165642,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,0,961.553907,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
4,S1,H2,feller_buncher,0,1299.478592,24.0,0.0,53.48,0,0,24.0,1.0,0.0,0,0.0
4,S1,H3,grapple_skidder,0,809.624168,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
4,S1,H4,processor,0,469.046841,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
4,S1,H7,loader,0,687.364703,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,0,961.553907,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,feller_buncher,0,1299.478592,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H3,grapple_skidder,0,778.104169,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
5,S1,H4,processor,0,409.650504,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
6,S1,H1,feller_buncher,0,576.960683,24.0,0.0,53.96,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,feller_buncher,0,1220.906942,24.0,0.0,55.4,0,0,24.0,1.0,0.0,0,0.0
6,S1,H3,grapple_skidder,0,678.968019,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
6,S1,H4,processor,0,469.046841,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
6,S1,H5,processor,0,469.046841,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,0,1194.708925,24.0,0.0,54.44,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,feller_buncher,0,1176.844281,24.0,0.0,53.48,0,0,24.0,1.0,0.0,0,0.0
7,S1,H3,grapple_skidder,0,739.620424,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
7,S1,H4,processor,0,547.23705,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
7,S1,H7,loader,0,474.741639,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
7,S1,H8,loader,0,474.741639,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
8,S1,H1,feller_buncher,0,674.603847,24.0,0.0,53.96,0,0,24.0,1.0,0.0,0,0.0
8,S1,H2,feller_buncher,0,1220.906942,24.0,0.0,53.48,0,0,24.0,1.0,0.0,0,0.0
8,S1,H3,grapple_skidder,0,1164.728216,24.0,0.0,54.68,0,0,24.0,1.0,0.0,0,0.0
8,S1,H4,processor,0,481.329283,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
8,S1,H7,loader,0,485.857474,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
9,S1,H1,feller_buncher,0,680.207863,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
9,S1,H2,feller_buncher,0,1220.906942,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
9,S1,H3,grapple_skidder,0,1480.641393,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
9,S1,H4,processor,0,517.165642,24.0,0.0,54.68,0,0,24.0,1.0,0.0,0,0.0
9,S1,H5,processor,0,517.165642,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
9,S1,H7,loader,0,451.958924,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
10,S1,H1,feller_buncher,0,860.013242,24.0,0.0,53.48,0,0,24.0,1.0,0.0,0,0.0
10,S1,H2,feller_buncher,0,1299.478592,24.0,0.0,55.4,0,0,24.0,1.0,0.0,0,0.0
10,S1,H3,grapple_skidder,0,1332.369187,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
10,S1,H4,processor,0,569.826226,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
10,S1,H5,processor,0,569.826226,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
10,S1,H7,loader,0,687.364703,24.0,0.0,54.68,0,0,24.0,1.0,0.0,0,0.0
10,S1,H8,loader,0,687.364703,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
11,S1,H1,feller_buncher,0,1176.844281,24.0,0.0,53.96,0,0,24.0,1.0,0.0,0,0.0
11,S1,H2,feller_buncher,0,1164.04956,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
11,S1,H3,grapple_skidder,0,678.968019,24.0,0.0,55.4,0,0,24.0,1.0,0.0,0,0.0
11,S1,H4,processor,0,531.895933,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
11,S1,H5,processor,0,531.895933,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
11,S1,H7,loader,0,937.184825,24.0,0.0,53.72,0,0,24.0,1.0,0.0,0,0.0
12,S1,H1,feller_buncher,0,787.363583,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
12,S1,H2,feller_buncher,0,888.796776,24.0,0.0,53.24,0,0,24.0,1.0,0.0,0,0.0
12,S1,H3,grapple_skidder,0,576.960683,24.0,0.0,54.2,0,0,24.0,1.0,0.0,0,0.0
