day,shift_id,machine_id,machine_role,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,sequencing_violations,blackout_conflicts,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
12,S1,M2,forwarder,0,8.319,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
37,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
37,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
38,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
38,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
39,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
39,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
40,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
40,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
41,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
41,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
42,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
42,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
43,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
43,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
44,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
45,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
45,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
46,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
46,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
47,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
47,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
48,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
48,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
49,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
49,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
50,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
50,S1,M2,forwarder,0,10.432,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
51,S1,M1,harvester,0,13.112,8.0,0.0,0.0,0,0,8.0,1.0,0.0,0,0.0
